50000
1 3811.847488 73124.552938
2 67412.164626 64839.431160
3 66680.801670 40289.077329
4 11753.628678 8502.978631
5 88982.443453 74280.970060
6 29112.173220 10536.621868
7 5726.698129 6264.672701
8 4159.563424 17317.250152
9 9306.620943 14215.757745
10 76287.601117 24350.675431
11 7443.334497 15373.276364
12 80687.698716 43530.463721
13 22898.719894 51087.773246
14 95055.535232 20046.201982
15 11040.060356 76983.066014
16 17844.537691 104207.101275
17 107420.191399 18540.807029
18 104428.985716 60654.778800
19 86956.319650 29521.389955
20 16016.093920 35980.832144
21 30601.872849 36095.281459
22 49814.199744 105703.247173
23 18116.889009 26216.575420
24 65657.421306 54346.279426
25 100878.459388 20208.914217
26 45202.845144 36197.349887
27 38603.563668 109255.851410
28 44491.125973 92857.599786
29 84699.153312 41940.819829
30 66627.547015 33836.090563
31 59655.837645 14042.527651
32 22138.389673 69700.243079
33 51088.775729 7552.314311
34 3635.168825 18208.487891
35 66216.512866 67476.262961
36 18139.830833 101656.505878
37 28292.755317 60106.981071
38 98867.843144 20230.364539
39 100118.755363 73954.262222
40 41981.537225 1844.507160
41 82532.308393 66637.177703
42 5236.602117 27242.548089
43 4558.995946 8356.276018
44 24182.118653 102364.847011
45 98445.449582 33532.819343
46 4933.414770 75485.793627
47 75637.593103 52799.839154
48 82218.866141 53697.414955
49 87752.370903 49240.164090
50 9043.704062 70725.150957
51 71699.033402 60070.228620
52 84500.227054 55297.698489
53 2338.549322 5253.472334
54 83686.865022 25179.600733
55 29798.024357 81930.210832
56 82885.458949 38448.496323
57 38246.095894 97394.243652
58 84988.200368 83948.927918
59 3877.745639 50695.386319
60 7308.299591 31481.796671
61 87570.321659 42620.447413
62 39410.368992 42064.971683
63 84157.870472 87211.520729
64 41281.305858 97372.716227
65 94579.885848 30344.785394
66 101084.820963 63859.870289
67 12810.385711 86715.499415
68 46243.209853 93116.909512
69 27382.806113 71800.036658
70 4216.416580 33300.558174
71 99321.378823 55848.178130
72 69851.746977 100663.206612
73 23220.298117 103351.258636
74 65617.037073 105645.690886
75 82074.741211 60986.140589
76 79494.253417 73648.061902
77 97137.302165 105267.735349
78 19323.371152 75567.030296
79 22262.634911 32362.122001
80 82180.316744 16181.912532
81 28832.532523 77269.358818
82 100030.256563 68803.015498
83 86714.714257 55265.764329
84 49451.088057 109388.469376
85 33040.453339 70963.762356
86 107520.785876 52330.516559
87 24179.335437 58959.660324
88 78558.449985 90574.384345
89 19102.273648 20513.011051
90 101585.116709 35186.491865
91 43793.692600 29499.804778
92 48174.707108 48997.692196
93 73517.371627 89510.387049
94 22230.436041 72835.129145
95 86461.389198 101431.858988
96 26566.685004 58237.952187
97 48739.574605 39377.021025
98 72858.782954 76293.053481
99 27750.339352 101313.151916
100 49123.662664 34829.251400
101 20990.700170 102380.358385
102 22137.827343 78460.214930
103 12237.081001 99141.414123
104 71945.362764 87096.285829
105 92428.696864 58172.190422
106 24381.552825 14691.957662
107 102785.403532 94995.448153
108 11171.535002 99686.826378
109 33690.040905 21370.620562
110 80295.145673 28291.102318
111 105335.153792 53108.027591
112 99601.145797 36838.320681
113 526.262925 4783.632315
114 98538.987613 25135.226359
115 98007.331778 102043.947118
116 12411.040023 50717.780375
117 47946.600368 95562.474255
118 108492.138600 16989.636702
119 16053.127215 64488.544886
120 101904.854964 58520.015050
121 106418.993177 104766.914352
122 98406.437993 1082.759595
123 80666.573420 59410.443456
124 465.834717 80504.709300
125 8614.245022 97322.522299
126 71123.138387 64694.716239
127 30284.791324 85243.864888
128 82456.759995 72483.595608
129 92560.669634 92020.372243
130 64157.846021 39653.383733
131 1982.753058 11371.126462
132 70725.188981 13779.083529
133 64615.971341 92844.175920
134 64327.319851 19411.256147
135 75778.118936 85357.129205
136 96824.625636 14100.725863
137 93827.442791 101541.955254
138 104929.386128 2320.848549
139 7840.767412 21163.104139
140 21784.179766 96083.560921
141 5071.550973 54293.734781
142 2905.241147 107754.603616
143 108269.721100 60169.303698
144 27418.790835 57095.107388
145 54029.081463 6285.547216
146 107623.470697 109473.197685
147 102239.604355 97741.545389
148 102782.489245 21310.226129
149 67764.763326 43544.068383
150 67876.121587 101334.715355
151 12159.521888 102434.503300
152 108488.012944 43070.144116
153 90678.274317 28804.286919
154 72492.855399 75084.935231
155 58670.280460 90047.528099
156 89414.671580 11604.617803
157 86316.539444 67860.561182
158 46289.738621 81168.246095
159 13448.739282 28401.147428
160 57425.253144 87068.192703
161 65352.148044 34097.485695
162 12205.048083 102258.371771
163 45074.123413 57815.002098
164 106439.231303 19579.999520
165 107671.956659 60706.345987
166 42980.496732 18380.908601
167 84364.512331 45337.334241
168 15675.109518 105751.344721
169 4135.159345 51603.833604
170 26045.966138 102297.106687
171 63545.117593 12470.973139
172 39304.199742 71673.930660
173 101001.327114 43887.635789
174 11058.566638 61782.020955
175 13872.594518 39523.328334
176 29500.674961 97821.531889
177 88314.633658 74149.581417
178 80582.375230 93025.232694
179 109323.994932 44674.496003
180 49113.720568 27607.932696
181 83813.937570 87605.326214
182 5234.638931 41957.152999
183 57450.310613 100323.076815
184 46138.413427 80130.845811
185 26460.578898 21237.824950
186 22186.681612 16778.253288
187 24681.732941 9343.054249
188 30397.667406 45359.559361
189 55841.486080 63451.235128
190 51941.508246 20057.533134
191 103449.140981 10818.653372
192 80446.964967 23945.968590
193 73776.837864 66391.570350
194 16079.758878 26728.968368
195 90809.678122 15041.571015
196 78823.063148 58812.216563
197 52464.036976 82122.785858
198 95385.468195 71827.261629
199 95789.714297 87924.318546
200 90271.317952 60115.292048
201 30133.463178 92467.673615
202 100490.570324 47187.658237
203 8679.391009 94898.178653
204 106072.153919 15388.147702
205 25896.972762 80535.399536
206 39340.005404 101559.772921
207 48687.417007 38610.660158
208 64370.319534 78935.356873
209 29621.533682 10489.145300
210 23261.809039 107634.848654
211 93367.433118 1882.785243
212 32161.331310 96622.484876
213 59081.037573 97743.249953
214 62894.614392 61146.685519
215 34457.687986 70628.021279
216 4340.655736 33174.306773
217 92289.124022 101368.950445
218 13571.590101 31177.791449
219 83515.003628 48052.969435
220 25119.077000 71665.787902
